"country" "District" "year" "n" "c580y" "r539t" "all_kelch" "min_year" "nobs_c580y" "nobs_r539t" "nobs_kelch" "adj_year" "prev_580y" "prev_539t" "prev_all_kelch" "country_site" "lrsmed_580y" "lrsmed_all_kelch" "lrsmed_539t" "wt_med_539t" "wt_med_580y" "wt_med_all_kelch"
"11" "Cambodia" "Pailin" 2016 58 22 0 22 2007 8 5 9 9 0.379310344827586 0 0.379310344827586 "CambodiaPailin-" -0.492476485097794 -0.492476485097794 NA NA 13.6551724137931 13.6551724137931
"12" "Cambodia" "Pailin" 2017 26 21 0 21 2007 8 5 9 10 0.807692307692308 0 0.807692307692308 "CambodiaPailin-" 1.43508452528932 1.43508452528932 NA NA 4.03846153846154 4.03846153846154
"13" "Cambodia" "Preah Vihear" 2011 79 12 2 18 2011 6 1 6 0 0.151898734177215 0.0253164556962025 0.227848101265823 "CambodiaPreah Vihear-" -1.71978596960297 -1.22050210627715 -3.65065824129374 NA 10.1772151898734 13.8987341772152
"14" "Cambodia" "Preah Vihear" 2012 86 7 0 9 2011 6 1 6 1 0.0813953488372093 0 0.104651162790698 "CambodiaPreah Vihear-" -2.42353770341171 -2.14658084451746 NA NA 6.43023255813954 8.05813953488372
"15" "Cambodia" "Preah Vihear" 2013 29 8 0 8 2011 6 1 6 2 0.275862068965517 0 0.275862068965517 "CambodiaPreah Vihear-" -0.965080896043587 -0.965080896043587 NA NA 5.79310344827586 5.79310344827586
"16" "Cambodia" "Preah Vihear" 2014 13 6 0 6 2011 6 1 6 3 0.461538461538462 0 0.461538461538462 "CambodiaPreah Vihear-" -0.154150679827258 -0.154150679827258 NA NA 3.23076923076923 3.23076923076923
"17" "Cambodia" "Preah Vihear" 2015 4 2 0 2 2011 6 1 6 4 0.5 0 0.5 "CambodiaPreah Vihear-" 0 0 NA NA 1 1
"18" "Cambodia" "Preah Vihear" 2016 5 5 0 5 2011 6 1 6 5 1 0 1 "CambodiaPreah Vihear-" NA NA NA NA NA NA
"19" "Cambodia" "Pursat" 2007 40 3 1 10 2007 11 5 11 0 0.075 0.025 0.25 "CambodiaPursat-" -2.51230562397611 -1.09861228866811 -3.66356164612965 0.975 2.775 7.5
"20" "Cambodia" "Pursat" 2009 25 5 1 11 2007 11 5 11 2 0.2 0.04 0.44 "CambodiaPursat-" -1.38629436111989 -0.241162056816888 -3.17805383034795 0.96 4 6.16
"21" "Cambodia" "Pursat" 2010 152 51 5 77 2007 11 5 11 3 0.335526315789474 0.0328947368421053 0.506578947368421 "CambodiaPursat-" -0.683294884116934 0.0263173083173734 -3.38099467434464 4.83552631578947 33.8881578947368 37.9934210526316
"22" "Cambodia" "Pursat" 2011 111 60 9 74 2007 11 5 11 4 0.540540540540541 0.0810810810810811 0.666666666666667 "CambodiaPursat-" 0.162518929497775 0.693147180559945 -2.42774823594805 8.27027027027027 27.5675675675676 24.6666666666667
"23" "Cambodia" "Pursat" 2012 87 16 0 18 2007 11 5 11 5 0.183908045977011 0 0.206896551724138 "CambodiaPursat-" -1.49009115480153 -1.34373474670109 NA NA 13.0574712643678 14.2758620689655
"24" "Cambodia" "Pursat" 2013 68 25 1 31 2007 11 5 11 6 0.367647058823529 0.0147058823529412 0.455882352941176 "CambodiaPursat-" -0.542324290825362 -0.176930708159078 -4.20469261939097 0.985294117647059 15.8088235294118 16.8676470588235
"25" "Cambodia" "Pursat" 2014 37 26 0 26 2007 11 5 11 7 0.702702702702703 0 0.702702702702703 "CambodiaPursat-" 0.860201265223112 0.860201265223112 NA NA 7.72972972972973 7.72972972972973
"26" "Cambodia" "Pursat" 2015 20 13 0 13 2007 11 5 11 8 0.65 0 0.65 "CambodiaPursat-" 0.619039208406224 0.619039208406224 NA NA 4.55 4.55
"27" "Cambodia" "Pursat" 2016 92 47 0 47 2007 11 5 11 9 0.510869565217391 0 0.510869565217391 "CambodiaPursat-" 0.0434851119397391 0.0434851119397391 NA NA 22.9891304347826 22.9891304347826
"28" "Cambodia" "Pursat" 2017 36 22 0 25 2007 11 5 11 10 0.611111111111111 0 0.694444444444444 "CambodiaPursat-" 0.451985123743057 0.82098055206983 NA NA 8.55555555555556 7.63888888888889
"29" "Cambodia" "Pursat" 2018 3 3 0 3 2007 11 5 11 11 1 0 1 "CambodiaPursat-" NA NA NA NA NA NA
"30" "Cambodia" "Ratanakiri" 2008 2 0 0 0 2008 6 1 7 0 0 0 0 "CambodiaRatanakiri-" NA NA NA NA NA NA
"31" "Cambodia" "Ratanakiri" 2010 51 0 0 0 2008 6 1 7 2 0 0 0 "CambodiaRatanakiri-" NA NA NA NA NA NA
"32" "Cambodia" "Ratanakiri" 2011 93 3 0 3 2008 6 1 7 3 0.032258064516129 0 0.032258064516129 "CambodiaRatanakiri-" -3.40119738166216 -3.40119738166216 NA NA 2.90322580645161 2.90322580645161
"33" "Cambodia" "Ratanakiri" 2012 47 2 0 2 2008 6 1 7 4 0.0425531914893617 0 0.0425531914893617 "CambodiaRatanakiri-" -3.11351530921037 -3.11351530921037 NA NA 1.91489361702128 1.91489361702128
"34" "Cambodia" "Ratanakiri" 2013 21 1 0 1 2008 6 1 7 5 0.0476190476190476 0 0.0476190476190476 "CambodiaRatanakiri-" -2.99573227355399 -2.99573227355399 NA NA 0.952380952380952 0.952380952380952
"35" "Cambodia" "Ratanakiri" 2014 30 0 0 1 2008 6 1 7 6 0 0 0.0333333333333333 "CambodiaRatanakiri-" NA -3.36729582998647 NA NA NA 0.966666666666667
"36" "Cambodia" "Ratanakiri" 2016 91 59 0 60 2008 6 1 7 8 0.648351648351648 0 0.659340659340659 "CambodiaRatanakiri-" 0.611801541105993 0.660357357736954 NA NA 20.7472527472527 20.4395604395604
"37" "Cambodia" "Ratanakiri" 2017 80 59 1 62 2008 6 1 7 9 0.7375 0.0125 0.775 "CambodiaRatanakiri-" 1.0330150061823 1.23676262714893 -4.36944785246702 NA 15.4875 13.95
"38" "Cambodia" "Ratanakiri" 2018 5 2 0 2 2008 6 1 7 10 0.4 0 0.4 "CambodiaRatanakiri-" -0.405465108108164 -0.405465108108164 NA NA 1.2 1.2
"39" "Cambodia" "Stueng Traeng" 2016 37 28 0 28 2016 2 0 2 0 0.756756756756757 0 0.756756756756757 "CambodiaStueng Traeng-" 1.13497993283898 1.13497993283898 NA NA NA NA
"40" "Cambodia" "Stueng Traeng" 2017 23 20 0 20 2016 2 0 2 1 0.869565217391304 0 0.869565217391304 "CambodiaStueng Traeng-" 1.89711998488588 1.89711998488588 NA NA NA NA
"41" "Laos" "Attapeu" 2011 59 0 1 1 2011 2 4 4 0 0 0.0169491525423729 0.0169491525423729 "LaosAttapeu-" NA -4.06044301054642 -4.06044301054642 0.983050847457627 NA 0.983050847457627
"42" "Laos" "Attapeu" 2012 27 0 1 1 2011 2 4 4 1 0 0.037037037037037 0.037037037037037 "LaosAttapeu-" NA -3.25809653802148 -3.25809653802148 0.962962962962963 NA 0.962962962962963
"43" "Laos" "Attapeu" 2017 67 22 1 23 2011 2 4 4 6 0.328358208955224 0.0149253731343284 0.343283582089552 "LaosAttapeu-" -0.715620036412004 -0.648695417989111 -4.18965474202643 0.985074626865672 NA 15.1044776119403
"44" "Laos" "Attapeu" 2018 57 31 8 39 2011 2 4 4 7 0.543859649122807 0.140350877192982 0.684210526315789 "LaosAttapeu-" 0.175890666463664 0.773189888233482 -1.81237875643079 6.87719298245614 NA 12.3157894736842
"45" "Laos" "Champasak" 2017 98 73 2 75 2017 2 1 2 0 0.744897959183674 0.0204081632653061 0.76530612244898 "LaosChampasak-" 1.07158361628019 1.18199389760716 -3.87120101090789 NA NA NA
"46" "Laos" "Champasak" 2018 120 60 0 60 2017 2 1 2 1 0.5 0 0.5 "LaosChampasak-" 0 0 NA NA NA NA
"47" "Laos" "Salavan" 2017 104 23 0 23 2017 2 0 2 0 0.221153846153846 0 0.221153846153846 "LaosSalavan-" -1.25895493874329 -1.25895493874329 NA NA NA NA
"48" "Laos" "Salavan" 2018 43 12 0 12 2017 2 0 2 1 0.27906976744186 0 0.27906976744186 "LaosSalavan-" -0.949080554697146 -0.949080554697146 NA NA NA NA
"49" "Laos" "Savannakhet" 2010 45 0 0 0 2010 2 0 2 0 0 0 0 "LaosSavannakhet-" NA NA NA NA NA NA
"50" "Laos" "Savannakhet" 2017 272 7 0 7 2010 2 0 2 7 0.0257352941176471 0 0.0257352941176471 "LaosSavannakhet-" -3.63381967693091 -3.63381967693091 NA NA NA NA
"51" "Laos" "Savannakhet" 2018 135 15 0 15 2010 2 0 2 8 0.111111111111111 0 0.111111111111111 "LaosSavannakhet-" -2.07944154167984 -2.07944154167984 NA NA NA NA
"52" "Laos" "Sekong" 2015 7 2 0 5 2015 1 0 3 0 0.285714285714286 0 0.714285714285714 "LaosSekong-" -0.916290731874155 0.916290731874155 NA NA NA 1.42857142857143
"53" "Laos" "Sekong" 2016 4 0 0 0 2015 1 0 3 1 0 0 0 "LaosSekong-" NA NA NA NA NA NA
"54" "Laos" "Sekong" 2017 12 0 0 8 2015 1 0 3 2 0 0 0.666666666666667 "LaosSekong-" NA 0.693147180559945 NA NA NA 2.66666666666667
"55" "Laos" "Sekong" 2018 2 0 0 1 2015 1 0 3 3 0 0 0.5 "LaosSekong-" NA 0 NA NA NA 0.5
"56" "Myanmar" "Bago" 2011 12 0 0 2 2011 0 0 2 0 0 0 0.166666666666667 "MyanmarBago-" NA -1.6094379124341 NA NA NA NA
"57" "Myanmar" "Bago" 2012 81 0 0 4 2011 0 0 2 1 0 0 0.0493827160493827 "MyanmarBago-" NA -2.95751106073379 NA NA NA NA
"58" "Myanmar" "Bago" 2013 1 0 0 0 2011 0 0 2 2 0 0 0 "MyanmarBago-" NA NA NA NA NA NA
"59" "Myanmar" "Bago" 2015 11 0 0 0 2011 0 0 2 4 0 0 0 "MyanmarBago-" NA NA NA NA NA NA
"60" "Myanmar" "Bago" 2016 16 0 0 0 2011 0 0 2 5 0 0 0 "MyanmarBago-" NA NA NA NA NA NA
"61" "Myanmar" "Bago" 2017 3 0 0 0 2011 0 0 2 6 0 0 0 "MyanmarBago-" NA NA NA NA NA NA
"62" "Myanmar" "Kachin" 2013 12 0 0 6 2013 0 0 2 0 0 0 0.5 "MyanmarKachin-" NA 0 NA NA NA NA
"63" "Myanmar" "Kachin" 2014 16 0 0 7 2013 0 0 2 1 0 0 0.4375 "MyanmarKachin-" NA -0.251314428280906 NA NA NA NA
"64" "Myanmar" "Kayin" 2015 1 0 0 0 2015 2 0 2 0 0 0 0 "MyanmarKayin-" NA NA NA NA NA NA
"65" "Myanmar" "Kayin" 2016 466 5 0 91 2015 2 0 2 1 0.0107296137339056 0 0.195278969957082 "MyanmarKayin-" -4.52396013056255 -1.41606651945356 NA NA NA NA
"66" "Myanmar" "Kayin" 2017 293 7 0 64 2015 2 0 2 2 0.0238907849829352 0 0.218430034129693 "MyanmarKayin-" -3.71008166176454 -1.27483892019457 NA NA NA NA
"67" "Myanmar" "Mandalay" 2012 3 0 0 0 2012 0 0 5 0 0 0 0 "MyanmarMandalay-" NA NA NA NA NA NA
"68" "Myanmar" "Mandalay" 2013 56 0 0 5 2012 0 0 5 1 0 0 0.0892857142857143 "MyanmarMandalay-" NA -2.32238772029023 NA NA NA 4.55357142857143
"69" "Myanmar" "Mandalay" 2014 18 0 0 4 2012 0 0 5 2 0 0 0.222222222222222 "MyanmarMandalay-" NA -1.25276296849537 NA NA NA 3.11111111111111
"70" "Myanmar" "Mandalay" 2015 16 0 0 2 2012 0 0 5 3 0 0 0.125 "MyanmarMandalay-" NA -1.94591014905531 NA NA NA 1.75
"71" "Myanmar" "Mandalay" 2016 21 0 0 1 2012 0 0 5 4 0 0 0.0476190476190476 "MyanmarMandalay-" NA -2.99573227355399 NA NA NA 0.952380952380952
"72" "Myanmar" "Mandalay" 2017 6 0 0 4 2012 0 0 5 5 0 0 0.666666666666667 "MyanmarMandalay-" NA 0.693147180559945 NA NA NA 1.33333333333333
"73" "Myanmar" "Rakhine" 2017 19 0 0 0 2017 0 0 0 0 0 0 0 "MyanmarRakhine-" NA NA NA NA NA NA
"74" "Myanmar" "Sagaing" 2012 93 0 0 13 2012 0 0 1 0 0 0 0.139784946236559 "MyanmarSagaing-" NA -1.81707727721234 NA NA NA NA
"75" "Myanmar" "Shan" 2011 26 0 0 1 2011 0 0 2 0 0 0 0.0384615384615385 "MyanmarShan-" NA -3.2188758248682 NA NA NA NA
"76" "Myanmar" "Shan" 2012 39 0 0 2 2011 0 0 2 1 0 0 0.0512820512820513 "MyanmarShan-" NA -2.91777073208428 NA NA NA NA
"77" "Myanmar" "Tanintharyi" 2011 51 12 0 12 2011 1 0 1 0 0.235294117647059 0 0.235294117647059 "MyanmarTanintharyi-" -1.17865499634165 -1.17865499634165 NA NA NA NA
"78" "Thailand" "Ranong" 2011 10 6 0 6 2011 2 1 2 0 0.6 0 0.6 "ThailandRanong-" 0.405465108108164 0.405465108108164 NA NA NA NA
"79" "Thailand" "Ranong" 2012 17 1 1 2 2011 2 1 2 1 0.0588235294117647 0.0588235294117647 0.117647058823529 "ThailandRanong-" -2.77258872223978 -2.01490302054226 -2.77258872223978 NA NA NA
"80" "Thailand" "Sisakhet" 2011 5 3 2 5 2011 5 3 6 0 0.6 0.4 1 "ThailandSisakhet-" 0.405465108108164 NA -0.405465108108164 1.2 1.2 NA
"81" "Thailand" "Sisakhet" 2012 19 1 9 10 2011 5 3 6 1 0.0526315789473684 0.473684210526316 0.526315789473684 "ThailandSisakhet-" -2.89037175789616 0.105360515657826 -0.105360515657827 4.73684210526316 0.947368421052631 4.73684210526316
"82" "Thailand" "Sisakhet" 2013 4 0 2 2 2011 5 3 6 2 0 0.5 0.5 "ThailandSisakhet-" NA 0 0 1 NA 1
"83" "Thailand" "Sisakhet" 2015 47 16 0 16 2011 5 3 6 4 0.340425531914894 0 0.340425531914894 "ThailandSisakhet-" -0.661398482245365 -0.661398482245365 NA NA 10.5531914893617 10.5531914893617
"84" "Thailand" "Sisakhet" 2016 11 5 0 5 2011 5 3 6 5 0.454545454545455 0 0.454545454545455 "ThailandSisakhet-" -0.182321556793955 -0.182321556793955 NA NA 2.72727272727273 2.72727272727273
"85" "Thailand" "Sisakhet" 2017 26 18 0 18 2011 5 3 6 6 0.692307692307692 0 0.692307692307692 "ThailandSisakhet-" 0.810930216216329 0.810930216216329 NA NA 5.53846153846154 5.53846153846154
"86" "Thailand" "Tak" 2001 38 0 0 0 2001 5 0 10 0 0 0 0 "ThailandTak-" NA NA NA NA NA NA
"87" "Thailand" "Tak" 2002 52 0 0 0 2001 5 0 10 1 0 0 0 "ThailandTak-" NA NA NA NA NA NA
"88" "Thailand" "Tak" 2003 87 0 0 1 2001 5 0 10 2 0 0 0.0114942528735632 "ThailandTak-" NA -4.45434729625351 NA NA NA 0.988505747126437
"89" "Thailand" "Tak" 2004 80 0 0 0 2001 5 0 10 3 0 0 0 "ThailandTak-" NA NA NA NA NA NA
"90" "Thailand" "Tak" 2005 50 0 0 1 2001 5 0 10 4 0 0 0.02 "ThailandTak-" NA -3.89182029811063 NA NA NA 0.98
"91" "Thailand" "Tak" 2006 2 0 0 0 2001 5 0 10 5 0 0 0 "ThailandTak-" NA NA NA NA NA NA
"92" "Thailand" "Tak" 2007 29 0 0 0 2001 5 0 10 6 0 0 0 "ThailandTak-" NA NA NA NA NA NA
"93" "Thailand" "Tak" 2008 310 0 0 4 2001 5 0 10 7 0 0 0.0129032258064516 "ThailandTak-" NA -4.33729074083249 NA NA NA 3.94838709677419
"94" "Thailand" "Tak" 2009 16 0 0 1 2001 5 0 10 8 0 0 0.0625 "ThailandTak-" NA -2.70805020110221 NA NA NA 0.9375
"95" "Thailand" "Tak" 2010 16 0 0 0 2001 5 0 10 9 0 0 0 "ThailandTak-" NA NA NA NA NA NA
"96" "Thailand" "Tak" 2011 54 5 0 7 2001 5 0 10 10 0.0925925925925926 0 0.12962962962963 "ThailandTak-" -2.28238238567653 -1.90423745265475 NA NA 4.53703703703704 6.09259259259259
"97" "Thailand" "Tak" 2012 96 22 0 39 2001 5 0 10 11 0.229166666666667 0 0.40625 "ThailandTak-" -1.21302263984585 -0.379489621704904 NA NA 16.9583333333333 23.15625
"98" "Thailand" "Tak" 2013 117 54 0 67 2001 5 0 10 12 0.461538461538462 0 0.572649572649573 "ThailandTak-" -0.154150679827258 0.29266961396282 NA NA 29.0769230769231 28.6324786324786
"99" "Thailand" "Tak" 2014 7 5 0 5 2001 5 0 10 13 0.714285714285714 0 0.714285714285714 "ThailandTak-" 0.916290731874155 0.916290731874155 NA NA 1.42857142857143 1.42857142857143
"100" "Thailand" "Tak" 2015 10 3 0 3 2001 5 0 10 14 0.3 0 0.3 "ThailandTak-" -0.847297860387204 -0.847297860387204 NA NA 2.1 2.1
"101" "Thailand" "Tak" 2016 2 0 0 0 2001 5 0 10 15 0 0 0 "ThailandTak-" NA NA NA NA NA NA
"102" "Thailand" "Tak" 2017 1 0 0 1 2001 5 0 10 16 0 0 1 "ThailandTak-" NA NA NA NA NA NA
"103" "Vietnam" "Bac Lieu" 1999 1 0 0 0 1999 0 0 0 0 0 0 0 "VietnamBac Lieu-" NA NA NA NA NA NA
"104" "Vietnam" "Bac Lieu" 2000 2 0 0 0 1999 0 0 0 1 0 0 0 "VietnamBac Lieu-" NA NA NA NA NA NA
"105" "Vietnam" "Bac Lieu" 2001 1 0 0 0 1999 0 0 0 2 0 0 0 "VietnamBac Lieu-" NA NA NA NA NA NA
"106" "Vietnam" "Binh Phuoc" 2005 12 0 0 4 2005 8 1 10 0 0 0 0.333333333333333 "VietnamBinh Phuoc-" NA -0.693147180559945 NA NA NA 2.66666666666667
"107" "Vietnam" "Binh Phuoc" 2009 18 0 0 1 2005 8 1 10 4 0 0 0.0555555555555556 "VietnamBinh Phuoc-" NA -2.83321334405622 NA NA NA 0.944444444444444
"108" "Vietnam" "Binh Phuoc" 2010 98 2 0 18 2005 8 1 10 5 0.0204081632653061 0 0.183673469387755 "VietnamBinh Phuoc-" -3.87120101090789 -1.49165487677772 NA NA 1.95918367346939 14.6938775510204
"109" "Vietnam" "Binh Phuoc" 2011 122 8 6 35 2005 8 1 10 6 0.0655737704918033 0.0491803278688525 0.286885245901639 "VietnamBinh Phuoc-" -2.65675690671466 -0.91056005716517 -2.96183072187831 NA 7.47540983606557 24.9590163934426
"110" "Vietnam" "Binh Phuoc" 2012 33 1 0 8 2005 8 1 10 7 0.0303030303030303 0 0.242424242424242 "VietnamBinh Phuoc-" -3.46573590279973 -1.13943428318836 NA NA 0.96969696969697 6.06060606060606
"111" "Vietnam" "Binh Phuoc" 2013 20 0 0 0 2005 8 1 10 8 0 0 0 "VietnamBinh Phuoc-" NA NA NA NA NA NA
"112" "Vietnam" "Binh Phuoc" 2014 9 3 0 4 2005 8 1 10 9 0.333333333333333 0 0.444444444444444 "VietnamBinh Phuoc-" -0.693147180559945 -0.22314355131421 NA NA 2 2.22222222222222
"113" "Vietnam" "Binh Phuoc" 2015 49 32 0 34 2005 8 1 10 10 0.653061224489796 0 0.693877551020408 "VietnamBinh Phuoc-" 0.63252255874351 0.818310323513951 NA NA 11.1020408163265 10.4081632653061
"114" "Vietnam" "Binh Phuoc" 2016 68 53 0 53 2005 8 1 10 11 0.779411764705882 0 0.779411764705882 "VietnamBinh Phuoc-" 1.26224171244991 1.26224171244991 NA NA 11.6911764705882 11.6911764705882
"115" "Vietnam" "Binh Phuoc" 2017 87 76 0 76 2005 8 1 10 12 0.873563218390805 0 0.873563218390805 "VietnamBinh Phuoc-" 1.93283806748796 1.93283806748796 NA NA 9.60919540229885 9.60919540229885
"116" "Vietnam" "Binh Phuoc" 2018 235 189 0 189 2005 8 1 10 13 0.804255319148936 0 0.804255319148936 "VietnamBinh Phuoc-" 1.41310561857055 1.41310561857055 NA NA 36.9957446808511 36.9957446808511
"117" "Vietnam" "Binh Thuan" 2000 11 0 0 0 2000 0 0 0 0 0 0 0 "VietnamBinh Thuan-" NA NA NA NA NA NA
"118" "Vietnam" "Dak Lak" 2017 97 85 0 85 2017 2 0 2 0 0.876288659793814 0 0.876288659793814 "VietnamDak Lak-" 1.95774460670232 1.95774460670232 NA NA NA NA
"119" "Vietnam" "Dak Lak" 2018 15 15 0 15 2017 2 0 2 1 1 0 1 "VietnamDak Lak-" NA NA NA NA NA NA
"120" "Vietnam" "Dak Nong" 2017 47 43 0 43 2017 2 0 2 0 0.914893617021277 0 0.914893617021277 "VietnamDak Nong-" 2.37490575457367 2.37490575457367 NA NA NA NA
"121" "Vietnam" "Dak Nong" 2018 26 25 0 25 2017 2 0 2 1 0.961538461538462 0 0.961538461538462 "VietnamDak Nong-" 3.2188758248682 3.2188758248682 NA NA NA NA
"122" "Vietnam" "Gia Lai" 2008 2 0 0 0 2008 4 1 4 0 0 0 0 "VietnamGia Lai-" NA NA NA NA NA NA
"123" "Vietnam" "Gia Lai" 2015 44 19 0 21 2008 4 1 4 7 0.431818181818182 0 0.477272727272727 "VietnamGia Lai-" -0.27443684570176 -0.0909717782057266 NA NA 10.7954545454545 10.9772727272727
"124" "Vietnam" "Gia Lai" 2016 7 3 0 4 2008 4 1 4 8 0.428571428571429 0 0.571428571428571 "VietnamGia Lai-" -0.287682072451781 0.287682072451781 NA NA 1.71428571428571 1.71428571428571
"125" "Vietnam" "Gia Lai" 2017 207 109 1 110 2008 4 1 4 9 0.526570048309179 0.00483091787439614 0.531400966183575 "VietnamGia Lai-" 0.106380403558572 0.125769387289034 -5.32787616878958 NA 51.6038647342995 51.5458937198068
"126" "Vietnam" "Gia Lai" 2018 116 92 0 93 2008 4 1 4 10 0.793103448275862 0 0.801724137931034 "VietnamGia Lai-" 1.34373474670109 1.39710527722411 NA NA 19.0344827586207 18.4396551724138
"127" "Vietnam" "Khanh Hoa" 2011 7 0 0 0 2011 2 0 2 0 0 0 0 "VietnamKhanh Hoa-" NA NA NA NA NA NA
"128" "Vietnam" "Khanh Hoa" 2014 37 5 0 11 2011 2 0 2 3 0.135135135135135 0 0.297297297297297 "VietnamKhanh Hoa-" -1.85629799036563 -0.860201265223111 NA NA NA NA
"129" "Vietnam" "Khanh Hoa" 2017 22 1 0 8 2011 2 0 2 6 0.0454545454545455 0 0.363636363636364 "VietnamKhanh Hoa-" -3.04452243772342 -0.559615787935423 NA NA NA NA
"130" "Vietnam" "Ninh Thuan" 2003 34 0 0 0 2003 0 0 1 0 0 0 0 "VietnamNinh Thuan-" NA NA NA NA NA NA
"131" "Vietnam" "Ninh Thuan" 2005 30 0 0 0 2003 0 0 1 2 0 0 0 "VietnamNinh Thuan-" NA NA NA NA NA NA
"132" "Vietnam" "Ninh Thuan" 2006 22 0 0 0 2003 0 0 1 3 0 0 0 "VietnamNinh Thuan-" NA NA NA NA NA NA
"133" "Vietnam" "Ninh Thuan" 2007 16 0 0 0 2003 0 0 1 4 0 0 0 "VietnamNinh Thuan-" NA NA NA NA NA NA
"134" "Vietnam" "Ninh Thuan" 2012 73 0 0 1 2003 0 0 1 9 0 0 0.0136986301369863 "VietnamNinh Thuan-" NA -4.27666611901606 NA NA NA NA
"135" "Vietnam" "Ninh Thuan" 2014 2 0 0 0 2003 0 0 1 11 0 0 0 "VietnamNinh Thuan-" NA NA NA NA NA NA
"136" "Vietnam" "Ninh Thuan" 2017 27 0 0 0 2003 0 0 1 14 0 0 0 "VietnamNinh Thuan-" NA NA NA NA NA NA
"137" "Vietnam" "Ninh Thuan" 2018 1 0 0 0 2003 0 0 1 15 0 0 0 "VietnamNinh Thuan-" NA NA NA NA NA NA
"138" "Vietnam" "Quang Nam" 2012 89 0 0 59 2012 0 0 2 0 0 0 0.662921348314607 "VietnamQuang Nam-" NA 0.676340062243564 NA NA NA NA
"139" "Vietnam" "Quang Nam" 2013 6 0 0 1 2012 0 0 2 1 0 0 0.166666666666667 "VietnamQuang Nam-" NA -1.6094379124341 NA NA NA NA
"140" "Vietnam" "Quang Tri" 2010 15 0 0 0 2010 1 0 1 0 0 0 0 "VietnamQuang Tri-" NA NA NA NA NA NA
"141" "Vietnam" "Quang Tri" 2017 25 6 0 6 2010 1 0 1 7 0.24 0 0.24 "VietnamQuang Tri-" -1.15267950993839 -1.15267950993839 NA NA NA NA
